END time,END hour,Tair,PAR,Tsoil,VWC,H2O,CO2,CH4,co2_dcdt_lin_B,co2_flux_lin_B,co2_rmse_lin_B,co2_dcdt_exp_B,co2_flux_exp_B,co2_rmse_exp_B,ch4_dcdt_lin_B,ch4_flux_lin_B,ch4_rmse_lin_B,ch4_dcdt_exp_B,ch4_flux_exp_B,ch4_rmse_exp_B
15-Aug-2019 23:03:18,  2.4000e+01,  3.8504e+00,         NaN,  3.5940e+00,  1.7000e-01,  7.5376e+03,  3.9143e+02,  1.8541e+00,  6.7161e-02,  5.8207e-01,  1.1645e-01,  6.7745e-02,  5.8714e-01,  1.3951e-01, -1.9306e-05, -1.6733e-04,  4.5075e-04, -3.3274e-05, -2.8839e-04,  4.4966e-04,
16-Aug-2019 00:03:18,  1.0000e+00,  3.9637e+00,         NaN,  3.9940e+00,  1.7000e-01,  7.7247e+03,  3.9064e+02,  1.8586e+00,  6.2861e-02,  5.4448e-01,  9.8274e-02,  6.3429e-02,  5.4941e-01,  1.4537e-01, -1.1411e-05, -9.8836e-05,  4.6406e-04, -1.6735e-05, -1.4496e-04,  5.4832e-04,
16-Aug-2019 01:03:18,  2.0000e+00,  3.7663e+00,         NaN,  3.7470e+00,  1.7000e-01,  7.8902e+03,  3.9168e+02,  1.8602e+00,  6.3835e-02,  5.5322e-01,  1.6033e-01,  6.5051e-02,  5.6376e-01,  1.4639e-01, -2.6366e-05, -2.2850e-04,  5.0367e-04, -3.8026e-05, -3.2955e-04,  5.2511e-04,
16-Aug-2019 02:03:18,  3.0000e+00,  3.7185e+00,         NaN,  3.7450e+00,  1.7000e-01,  7.8539e+03,  3.9185e+02,  1.8599e+00,  7.3978e-02,  6.4126e-01,  1.3294e-01,  7.0710e-02,  6.1293e-01,  1.2628e-01, -2.4406e-05, -2.1156e-04,  4.8155e-04, -2.6055e-05, -2.2585e-04,  5.4105e-04,
16-Aug-2019 03:03:18,  4.0000e+00,  3.9535e+00,         NaN,  3.9400e+00,  1.7000e-01,  7.9326e+03,  3.9194e+02,  1.8609e+00,  6.9909e-02,  6.0542e-01,  1.3612e-01,  7.6159e-02,  6.5955e-01,  1.2898e-01, -2.6918e-05, -2.3311e-04,  5.6065e-04, -2.4992e-05, -2.1643e-04,  5.3435e-04,
16-Aug-2019 04:03:18,  5.0000e+00,  3.6145e+00,         NaN,  3.5920e+00,  1.7000e-01,  7.8265e+03,  3.9248e+02,  1.8611e+00,  6.7213e-02,  5.8286e-01,  1.3181e-01,  7.0592e-02,  6.1216e-01,  1.2914e-01, -2.9261e-05, -2.5374e-04,  4.3294e-04, -2.7961e-05, -2.4247e-04,  5.1885e-04,
16-Aug-2019 05:03:18,  6.0000e+00,  2.6131e+00,         NaN,  3.1510e+00,  1.7000e-01,  7.2750e+03,  3.9247e+02,  1.8604e+00,  7.0515e-02,  6.1405e-01,  1.2917e-01,  7.3310e-02,  6.3839e-01,  1.1735e-01, -2.4237e-05, -2.1105e-04,  4.6770e-04, -2.9835e-05, -2.5980e-04,  4.8524e-04,
16-Aug-2019 06:03:18,  7.0000e+00,  2.4561e+00,         NaN,  2.4550e+00,  1.7000e-01,  7.3017e+03,  3.9283e+02,  1.8659e+00,  5.9204e-02,  5.1583e-01,  1.1336e-01,  6.1614e-02,  5.3683e-01,  1.5473e-01, -2.8182e-05, -2.4555e-04,  4.5138e-04, -3.1826e-05, -2.7729e-04,  5.0536e-04,
16-Aug-2019 07:03:18,  8.0000e+00,  3.1668e+00,         NaN,  2.8760e+00,  1.7000e-01,  7.7034e+03,  3.9078e+02,  1.8653e+00,  5.3339e-02,  4.6335e-01,  9.7237e-02,  5.8757e-02,  5.1041e-01,  1.9432e-01, -2.6956e-05, -2.3416e-04,  4.6712e-04, -2.5414e-05, -2.2077e-04,  5.4316e-04,
16-Aug-2019 08:03:18,  9.0000e+00,  5.1018e+00,         NaN,  4.2990e+00,  1.7000e-01,  8.6323e+03,  3.8932e+02,  1.8546e+00,  6.1269e-02,  5.2804e-01,  1.4404e-01,  6.3716e-02,  5.4913e-01,  3.4805e-01, -2.0756e-05, -1.7888e-04,  5.3566e-04, -3.2212e-05, -2.7762e-04,  5.4510e-04,
16-Aug-2019 09:03:18,  1.0000e+01,  6.0638e+00,         NaN,  5.3440e+00,  1.7000e-01,  8.6510e+03,  3.8766e+02,  1.8589e+00,  6.2071e-02,  5.3310e-01,  1.2889e-01,  6.4116e-02,  5.5066e-01,  2.6105e-01, -2.9334e-05, -2.5193e-04,  4.4817e-04, -4.7558e-05, -4.0846e-04,  4.7721e-04,
16-Aug-2019 10:03:18,  1.1000e+01,  5.7602e+00,         NaN,  5.3520e+00,  1.7000e-01,  8.1081e+03,  3.8731e+02,  1.8604e+00,  5.5154e-02,  4.7447e-01,  1.3641e-01,  6.1827e-02,  5.3187e-01,  2.3166e-01, -2.8561e-05, -2.4570e-04,  5.1328e-04, -4.1235e-05, -3.5473e-04,  5.0823e-04,
16-Aug-2019 11:03:18,  1.2000e+01,  4.9443e+00,         NaN,  4.7350e+00,  1.7000e-01,  7.7841e+03,  3.8838e+02,  1.8583e+00,  5.9592e-02,  5.1432e-01,  9.9833e-02,  6.0663e-02,  5.2356e-01,  1.7031e-01, -3.3928e-05, -2.9282e-04,  5.1698e-04, -3.1422e-05, -2.7119e-04,  5.0442e-04,
16-Aug-2019 12:03:18,  1.3000e+01,  4.5177e+00,         NaN,  4.1660e+00,  1.7000e-01,  7.8402e+03,  3.8827e+02,  1.8575e+00,  5.2524e-02,  4.5399e-01,  1.1861e-01,  5.5444e-02,  4.7923e-01,  2.6225e-01, -2.6658e-05, -2.3042e-04,  4.2162e-04, -2.5616e-05, -2.2141e-04,  4.6996e-04,
16-Aug-2019 13:03:18,  1.4000e+01,  4.8953e+00,         NaN,  4.3570e+00,  1.6900e-01,  7.7910e+03,  3.8698e+02,  1.8569e+00,  5.2119e-02,  4.4990e-01,  1.4539e-01,  5.1120e-02,  4.4127e-01,  2.4172e-01, -2.1729e-05, -1.8756e-04,  4.7045e-04, -2.7619e-05, -2.3841e-04,  5.1178e-04,
16-Aug-2019 14:03:18,  1.5000e+01,  5.1947e+00,         NaN,  4.6690e+00,  1.6900e-01,  7.6016e+03,  3.8744e+02,  1.8585e+00,  5.7813e-02,  4.9861e-01,  1.0638e-01,  6.0842e-02,  5.2473e-01,  1.9514e-01, -2.8691e-05, -2.4744e-04,  4.9017e-04, -3.3190e-05, -2.8624e-04,  5.2442e-04,
16-Aug-2019 15:03:18,  1.6000e+01,  4.9217e+00,         NaN,  4.8790e+00,  1.6900e-01,  7.4176e+03,  3.8777e+02,  1.8587e+00,  5.5282e-02,  4.7733e-01,  1.1791e-01,  5.6961e-02,  4.9184e-01,  1.3960e-01, -2.8095e-05, -2.4259e-04,  4.7008e-04, -1.8715e-05, -1.6160e-04,  5.3428e-04,
16-Aug-2019 16:03:18,  1.7000e+01,  2.6881e+00,         NaN,  2.8080e+00,  1.7000e-01,  7.1099e+03,  3.8889e+02,  1.8560e+00,  5.3883e-02,  4.6917e-01,  1.0729e-01,  5.9214e-02,  5.1558e-01,  2.1854e-01, -3.1305e-05, -2.7257e-04,  5.1833e-04, -4.1009e-05, -3.5707e-04,  5.2060e-04,
16-Aug-2019 17:03:18,  1.8000e+01,  3.3603e+00,         NaN,  2.4330e+00,  1.7100e-01,  7.5184e+03,  3.8763e+02,  1.8557e+00,  3.7019e-02,  3.2142e-01,  1.6190e-01,  5.4239e-02,  4.7093e-01,  3.5760e-01, -2.6338e-05, -2.2868e-04,  5.0100e-04, -2.8982e-05, -2.5163e-04,  4.7781e-04,
16-Aug-2019 18:03:18,  1.9000e+01,  4.2988e+00,         NaN,  3.5590e+00,  1.7100e-01,  7.8854e+03,  3.8679e+02,  1.8576e+00,  4.5908e-02,  3.9710e-01,  1.9930e-01,  4.8787e-02,  4.2200e-01,  4.3279e-01, -1.8799e-05, -1.6261e-04,  5.0900e-04, -2.3396e-05, -2.0237e-04,  5.5169e-04,
16-Aug-2019 19:03:18,  2.0000e+01,  3.2731e+00,         NaN,  2.9490e+00,  1.7100e-01,  7.5584e+03,  3.8755e+02,  1.8620e+00,  5.3563e-02,  4.6519e-01,  1.3586e-01,  5.8638e-02,  5.0926e-01,  3.3182e-01, -2.0258e-05, -1.7593e-04,  4.3054e-04, -2.5901e-05, -2.2495e-04,  4.8369e-04,
16-Aug-2019 20:03:18,  2.1000e+01,  2.0471e+00,         NaN,  2.0050e+00,  1.7100e-01,  7.0604e+03,  3.8693e+02,  1.8632e+00,  2.4500e-02,  2.1383e-01,  1.6658e-01,  4.1848e-02,  3.6524e-01,  3.4341e-01, -2.1075e-05, -1.8394e-04,  4.5795e-04, -2.0599e-05, -1.7978e-04,  4.8209e-04,
16-Aug-2019 21:03:18,  2.2000e+01,  1.7821e+00,         NaN,  1.6660e+00,  1.7100e-01,  6.9769e+03,  3.8782e+02,  1.8651e+00,  5.8528e-02,  5.1136e-01,  1.3979e-01,  5.7051e-02,  4.9846e-01,  1.6127e-01, -2.5453e-05, -2.2238e-04,  4.3429e-04, -2.9041e-05, -2.5373e-04,  4.4978e-04,
16-Aug-2019 22:03:18,  2.3000e+01,  1.3014e+00,         NaN,  1.2500e+00,  1.7200e-01,  6.7936e+03,  3.8830e+02,  1.8650e+00,  5.3779e-02,  4.7078e-01,  1.6000e-01,  5.5159e-02,  4.8286e-01,  1.8280e-01, -2.3213e-05, -2.0320e-04,  4.5324e-04, -3.0181e-05, -2.6421e-04,  4.1100e-04,
16-Aug-2019 23:03:18,  2.4000e+01,  1.3854e+00,         NaN,  1.2180e+00,  1.7300e-01,  6.8667e+03,  3.8912e+02,  1.8638e+00,  5.7753e-02,  5.0537e-01,  1.2622e-01,  5.6473e-02,  4.9418e-01,  1.4002e-01, -2.4551e-05, -2.1484e-04,  5.3943e-04, -4.8437e-05, -4.2385e-04,  5.1550e-04,
17-Aug-2019 00:03:18,  1.0000e+00,  1.5703e+00,         NaN,  1.4480e+00,  1.7300e-01,  6.9587e+03,  3.8854e+02,  1.8659e+00,  5.4283e-02,  4.7465e-01,  1.1321e-01,  5.3656e-02,  4.6917e-01,  1.1147e-01, -2.2541e-05, -1.9710e-04,  5.1793e-04, -2.2362e-05, -1.9553e-04,  5.1529e-04,
17-Aug-2019 01:03:18,  2.0000e+00,  1.6094e+00,         NaN,  1.6610e+00,  1.7400e-01,  6.9928e+03,  3.8934e+02,  1.8663e+00,  5.8287e-02,  5.0957e-01,  1.1769e-01,  5.9875e-02,  5.2345e-01,  1.4500e-01, -2.0233e-05, -1.7688e-04,  4.9935e-04, -2.3113e-05, -2.0206e-04,  4.7384e-04,
17-Aug-2019 02:03:18,  3.0000e+00,  1.6314e+00,         NaN,  1.5580e+00,  1.7500e-01,  7.0067e+03,  3.8769e+02,  1.8653e+00,  4.0260e-02,  3.5193e-01,  1.2521e-01,  4.2001e-02,  3.6715e-01,  1.8700e-01, -1.2211e-05, -1.0675e-04,  4.7328e-04, -8.1943e-06, -7.1631e-05,  5.4701e-04,
17-Aug-2019 03:03:18,  4.0000e+00,  1.6497e+00,         NaN,  1.6270e+00,  1.7600e-01,  7.0236e+03,  3.8816e+02,  1.8640e+00,  4.9838e-02,  4.3563e-01,  1.1426e-01,  5.2031e-02,  4.5479e-01,  1.4355e-01, -1.4877e-05, -1.3004e-04,  4.2206e-04, -1.9438e-05, -1.6990e-04,  4.7459e-04,
17-Aug-2019 04:03:18,  5.0000e+00,  1.7400e+00,         NaN,  1.8970e+00,  1.7700e-01,  7.0556e+03,  3.8887e+02,  1.8622e+00,  5.3146e-02,  4.6437e-01,  1.1227e-01,  5.5215e-02,  4.8245e-01,  1.4299e-01, -2.7172e-05, -2.3742e-04,  4.4543e-04, -4.0067e-05, -3.5009e-04,  5.1093e-04,
17-Aug-2019 05:03:18,  6.0000e+00,  1.8715e+00,         NaN,  1.9210e+00,  1.7600e-01,  7.1020e+03,  3.8847e+02,  1.8632e+00,  5.4339e-02,  4.7455e-01,  1.1002e-01,  5.3099e-02,  4.6372e-01,  1.3082e-01, -1.9170e-05, -1.6741e-04,  4.5086e-04, -2.0601e-05, -1.7991e-04,  4.7223e-04,
17-Aug-2019 06:03:18,  7.0000e+00,  1.8378e+00,         NaN,  1.8760e+00,  1.7700e-01,  7.1164e+03,  3.8812e+02,  1.8606e+00,  4.5018e-02,  3.9319e-01,  1.4613e-01,  4.4841e-02,  3.9164e-01,  1.7209e-01, -1.4642e-05, -1.2788e-04,  5.2995e-04, -1.4657e-05, -1.2802e-04,  5.2660e-04,
17-Aug-2019 07:03:18,  8.0000e+00,  1.0840e+00,         NaN,  1.1620e+00,  1.7800e-01,  6.7320e+03,  3.8809e+02,  1.8594e+00,  4.3911e-02,  3.8473e-01,  1.5638e-01,  4.5639e-02,  3.9986e-01,  2.2083e-01, -2.2743e-05, -1.9926e-04,  4.7215e-04, -2.3025e-05, -2.0174e-04,  5.2256e-04,
17-Aug-2019 08:03:18,  9.0000e+00,  7.5415e-01,         NaN,  7.9600e-01,  1.8100e-01,  6.5217e+03,  3.8721e+02,  1.8624e+00,  3.2389e-02,  2.8417e-01,  1.4023e-01,  4.4945e-02,  3.9434e-01,  2.6896e-01, -2.5131e-05, -2.2049e-04,  4.1795e-04, -2.8304e-05, -2.4833e-04,  4.5384e-04,
17-Aug-2019 09:03:18,  1.0000e+01,  6.9890e-01,         NaN,  7.4400e-01,  1.8200e-01,  6.4085e+03,  3.8631e+02,  1.8661e+00,  3.4028e-02,  2.9865e-01,  1.9371e-01,  3.5864e-02,  3.1477e-01,  4.4460e-01, -2.2056e-05, -1.9358e-04,  4.4537e-04, -2.4669e-05, -2.1651e-04,  4.6811e-04,
17-Aug-2019 10:03:18,  1.1000e+01,  4.2005e-01,         NaN,  5.6000e-01,  1.8400e-01,  6.3079e+03,  3.8586e+02,  1.8686e+00,  2.0534e-02,  1.8042e-01,  1.4753e-01,  3.7117e-02,  3.2613e-01,  2.8961e-01, -2.4408e-05, -2.1446e-04,  4.5384e-04, -3.0308e-05, -2.6630e-04,  5.1309e-04,
17-Aug-2019 11:03:18,  1.2000e+01,  1.1124e+00,         NaN,  4.2100e-01,  1.8600e-01,  6.4492e+03,  3.8579e+02,  1.8688e+00,  3.0857e-02,  2.7040e-01,  1.7131e-01,  3.8225e-02,  3.3497e-01,  4.2288e-01, -1.8287e-05, -1.6025e-04,  4.4615e-04, -2.4614e-05, -2.1569e-04,  4.7519e-04,
17-Aug-2019 12:03:18,  1.3000e+01,  2.0860e+00,         NaN,  1.6480e+00,  1.9100e-01,  7.0360e+03,  3.8553e+02,  1.8707e+00,  3.7707e-02,  3.2907e-01,  1.7004e-01,  4.0352e-02,  3.5215e-01,  3.8196e-01, -1.3705e-05, -1.1960e-04,  4.5230e-04, -1.9916e-05, -1.7380e-04,  5.0536e-04,
17-Aug-2019 13:03:18,  1.4000e+01,  2.3115e+00,         NaN,  1.9480e+00,  1.9300e-01,  7.2224e+03,  3.8496e+02,  1.8731e+00,  1.2638e-02,  1.1018e-01,  1.7138e-01,  3.7314e-02,  3.2530e-01,  3.7461e-01, -1.3820e-05, -1.2048e-04,  4.3227e-04, -1.5326e-05, -1.3361e-04,  4.6262e-04,
17-Aug-2019 14:03:18,  1.5000e+01,  2.5456e+00,         NaN,  2.1130e+00,  1.9300e-01,  7.3075e+03,  3.8432e+02,  1.8734e+00,  8.4895e-03,  7.3943e-02,  1.3250e-01,  2.8137e-02,  2.4507e-01,  4.9011e-01, -5.8188e-06, -5.0682e-05,  4.5995e-04, -8.6631e-05, -7.5455e-04,  4.7863e-04,
17-Aug-2019 15:03:18,  1.6000e+01,  3.3761e+00,         NaN,  2.7720e+00,  1.9400e-01,  7.6265e+03,  3.8459e+02,  1.8790e+00,  1.5252e-02,  1.3241e-01,  1.7624e-01,  3.7651e-02,  3.2685e-01,  4.6598e-01, -1.6395e-05, -1.4232e-04,  4.6797e-04, -1.8000e-05, -1.5626e-04,  4.7671e-04,
17-Aug-2019 16:03:18,  1.7000e+01,  2.6359e+00,         NaN,  2.3000e+00,  1.9200e-01,  7.3184e+03,  3.8485e+02,  1.8824e+00,  3.0461e-02,  2.6522e-01,  1.6259e-01,  3.7964e-02,  3.3055e-01,  3.9533e-01, -1.0010e-05, -8.7160e-05,  4.5241e-04, -1.2171e-05, -1.0597e-04,  4.9002e-04,
17-Aug-2019 17:03:18,  1.8000e+01,  2.1039e+00,         NaN,  1.9310e+00,  1.9300e-01,  7.1014e+03,  3.8483e+02,  1.8826e+00,  1.0841e-02,  9.4596e-02,  1.5494e-01,  3.0468e-02,  2.6586e-01,  3.7819e-01, -1.2335e-05, -1.0763e-04,  5.9354e-04, -2.3536e-04, -2.0537e-03,  7.0248e-04,
17-Aug-2019 18:03:18,  1.9000e+01,  1.8391e+00,         NaN,  1.7200e+00,  1.9200e-01,  6.9759e+03,  3.8551e+02,  1.8722e+00,  3.2682e-02,  2.8548e-01,  1.6039e-01,  3.4228e-02,  2.9899e-01,  3.6357e-01, -9.9880e-06, -8.7248e-05,  4.3586e-04, -1.1082e-05, -9.6805e-05,  4.7457e-04,
17-Aug-2019 19:03:18,  2.0000e+01,  1.4106e+00,         NaN,  1.2200e+00,  1.9300e-01,  6.7475e+03,  3.8649e+02,  1.8604e+00,  3.2043e-02,  2.8041e-01,  1.7262e-01,  3.2079e-02,  2.8072e-01,  3.4461e-01, -1.5900e-05, -1.3914e-04,  4.7243e-04, -3.8748e-04, -3.3908e-03,  6.0095e-04,
17-Aug-2019 20:03:18,  2.1000e+01,  9.2495e-01,         NaN,  8.7000e-01,  1.9400e-01,  6.5615e+03,  3.8699e+02,  1.8654e+00,  2.0587e-02,  1.8050e-01,  1.1222e-01,  3.3777e-02,  2.9616e-01,  3.0427e-01, -8.3969e-06, -7.3624e-05,  4.1787e-04, -1.3292e-05, -1.1654e-04,  4.3642e-04,
17-Aug-2019 21:03:18,  2.2000e+01,  7.1975e-01,         NaN,  6.8000e-01,  1.9400e-01,  6.5098e+03,  3.8762e+02,  1.8651e+00,  3.9959e-02,  3.5064e-01,  1.3968e-01,  4.1437e-02,  3.6361e-01,  1.3186e-01, -1.4245e-05, -1.2500e-04,  5.6037e-04, -1.3695e-05, -1.2018e-04,  6.0288e-04,
17-Aug-2019 22:03:18,  2.3000e+01,  8.7885e-01,         NaN,  8.2500e-01,  1.9300e-01,  6.6063e+03,  3.8851e+02,  1.8618e+00,  4.3946e-02,  3.8536e-01,  1.4243e-01,  4.5582e-02,  3.9971e-01,  1.4500e-01, -1.8374e-05, -1.6113e-04,  4.3305e-04, -2.9975e-05, -2.6286e-04,  4.0074e-04,
17-Aug-2019 23:03:18,  2.4000e+01,  9.1135e-01,         NaN,  9.2100e-01,  1.9400e-01,  6.6365e+03,  3.8831e+02,  1.8613e+00,  3.6027e-02,  3.1588e-01,  1.4056e-01,  3.9737e-02,  3.4841e-01,  1.8208e-01, -8.5757e-06, -7.5190e-05,  3.8979e-04, -9.8809e-06, -8.6634e-05,  4.0073e-04,
18-Aug-2019 00:03:18,  1.0000e+00,  1.1256e+00,         NaN,  1.1420e+00,  1.9400e-01,  6.7479e+03,  3.8855e+02,  1.8639e+00,  4.0251e-02,  3.5260e-01,  9.4543e-02,  4.4789e-02,  3.9235e-01,  1.5648e-01, -1.3523e-05, -1.1846e-04,  4.4016e-04, -3.2511e-05, -2.8479e-04,  4.4790e-04,
18-Aug-2019 01:03:18,  2.0000e+00,  1.0946e+00,         NaN,  1.1880e+00,  1.9400e-01,  6.7458e+03,  3.8879e+02,  1.8665e+00,  4.3337e-02,  3.7967e-01,  1.4528e-01,  4.4077e-02,  3.8616e-01,  1.2421e-01, -1.1623e-05, -1.0183e-04,  4.6912e-04, -1.3876e-05, -1.2157e-04,  4.8873e-04,
18-Aug-2019 02:03:18,  3.0000e+00,  1.2836e+00,         NaN,  1.3360e+00,  1.9400e-01,  6.8392e+03,  3.8856e+02,  1.8726e+00,  4.4167e-02,  3.8664e-01,  1.2715e-01,  4.5677e-02,  3.9986e-01,  1.4356e-01, -1.6013e-05, -1.4018e-04,  4.7133e-04, -1.5577e-05, -1.3636e-04,  5.1572e-04,
18-Aug-2019 03:03:18,  4.0000e+00,  9.9010e-01,         NaN,  1.1020e+00,  1.9400e-01,  6.7215e+03,  3.8951e+02,  1.8695e+00,  5.0662e-02,  4.4402e-01,  1.4495e-01,  5.1584e-02,  4.5211e-01,  1.0690e-01, -1.7694e-05, -1.5508e-04,  4.8735e-04, -2.1468e-05, -1.8815e-04,  5.0383e-04,
18-Aug-2019 04:03:18,  5.0000e+00,  1.0786e+00,         NaN,  1.1340e+00,  1.9400e-01,  6.7597e+03,  3.8852e+02,  1.8786e+00,  5.1268e-02,  4.4918e-01,  1.1764e-01,  5.0591e-02,  4.4324e-01,  1.1694e-01, -1.4262e-05, -1.2495e-04,  4.4144e-04, -2.1018e-05, -1.8415e-04,  4.2424e-04,
18-Aug-2019 05:03:18,  6.0000e+00,  7.9980e-01,         NaN,  8.9400e-01,  1.9400e-01,  6.6332e+03,  3.8903e+02,  1.8624e+00,  4.5638e-02,  4.0031e-01,  1.2449e-01,  4.6177e-02,  4.0504e-01,  1.1416e-01, -1.3587e-05, -1.1917e-04,  4.7477e-04, -1.2616e-05, -1.1066e-04,  4.6053e-04,
18-Aug-2019 06:03:18,  7.0000e+00,  9.6525e-01,         NaN,  1.0490e+00,  1.9400e-01,  6.7045e+03,  3.8916e+02,  1.8541e+00,  4.1663e-02,  3.6520e-01,  1.5895e-01,  4.4168e-02,  3.8716e-01,  1.5969e-01, -1.2844e-05, -1.1258e-04,  4.3345e-04, -1.5873e-05, -1.3913e-04,  4.5225e-04,
18-Aug-2019 07:03:18,  8.0000e+00,  8.2985e-01,         NaN,  9.3400e-01,  1.9500e-01,  6.6474e+03,  3.8892e+02,  1.8539e+00,  3.0521e-02,  2.6768e-01,  9.9580e-02,  3.9850e-02,  3.4950e-01,  1.9400e-01, -1.6323e-05, -1.4316e-04,  4.5352e-04, -4.5810e-05, -4.0176e-04,  4.7270e-04,
18-Aug-2019 08:03:18,  9.0000e+00,  1.0538e+00,         NaN,  1.0230e+00,  1.9500e-01,  6.7610e+03,  3.8775e+02,  1.8510e+00,  2.6528e-02,  2.3245e-01,  1.2028e-01,  3.3985e-02,  2.9778e-01,  2.3112e-01, -1.1001e-05, -9.6392e-05,  4.5643e-04, -2.7889e-04, -2.4436e-03,  6.5436e-04,
18-Aug-2019 09:03:18,  1.0000e+01,  1.2553e+00,         NaN,  1.1610e+00,  1.9500e-01,  6.8467e+03,  3.8748e+02,  1.8505e+00,  3.2252e-02,  2.8237e-01,  1.5520e-01,  3.3829e-02,  2.9617e-01,  3.0215e-01, -1.5818e-05, -1.3849e-04,  5.7133e-04, -1.7096e-05, -1.4967e-04,  5.4359e-04,
18-Aug-2019 10:03:18,  1.1000e+01,  1.5605e+00,         NaN,  1.3340e+00,  1.9500e-01,  6.9485e+03,  3.8677e+02,  1.8510e+00,  1.9878e-02,  1.7382e-01,  1.9164e-01,  3.1357e-02,  2.7419e-01,  3.8232e-01, -6.8554e-06, -5.9946e-05,  4.4310e-04, -1.6512e-05, -1.4439e-04,  4.8464e-04,
18-Aug-2019 11:03:18,  1.2000e+01,  1.6432e+00,         NaN,  1.4550e+00,  1.9500e-01,  6.9581e+03,  3.8645e+02,  1.8538e+00,  2.5192e-02,  2.2022e-01,  1.0978e-01,  3.3192e-02,  2.9016e-01,  3.3915e-01, -9.2386e-06, -8.0760e-05,  4.4604e-04, -1.0185e-02, -8.9035e-02,  6.4874e-04,
18-Aug-2019 12:03:18,  1.3000e+01,  2.2046e+00,         NaN,  1.7820e+00,  1.9500e-01,  7.1399e+03,  3.8600e+02,  1.8529e+00,  2.7684e-02,  2.4146e-01,  1.5793e-01,  3.0320e-02,  2.6446e-01,  4.3228e-01, -1.1050e-05, -9.6384e-05,  4.7142e-04, -9.4388e-06, -8.2327e-05,  5.0589e-04,
18-Aug-2019 13:03:18,  1.4000e+01,  2.7037e+00,         NaN,  2.3340e+00,  1.9500e-01,  7.3260e+03,  3.8632e+02,  1.8523e+00,  3.3203e-02,  2.8902e-01,  1.8327e-01,  3.7259e-02,  3.2433e-01,  4.0625e-01, -1.0779e-05, -9.3828e-05,  4.3884e-04, -1.2076e-05, -1.0512e-04,  4.8043e-04,
18-Aug-2019 14:03:18,  1.5000e+01,  3.1118e+00,         NaN,  2.7350e+00,  1.9500e-01,  7.4388e+03,  3.8635e+02,  1.8516e+00,  3.2295e-02,  2.8068e-01,  1.6041e-01,  4.0117e-02,  3.4865e-01,  3.3586e-01, -1.4930e-05, -1.2976e-04,  5.1416e-04, -5.4314e-06, -4.7204e-05,  6.5947e-04,
18-Aug-2019 15:03:18,  1.6000e+01,  3.8124e+00,         NaN,  3.5280e+00,  1.9500e-01,  7.6851e+03,  3.8613e+02,  1.8518e+00,  3.5166e-02,  3.0477e-01,  1.6415e-01,  4.0179e-02,  3.4823e-01,  4.3421e-01, -1.3457e-05, -1.1663e-04,  4.6083e-04, -1.1200e-05, -9.7066e-05,  4.8172e-04,
18-Aug-2019 16:03:18,  1.7000e+01,  3.9255e+00,         NaN,  3.3940e+00,  1.9500e-01,  7.7455e+03,  3.8613e+02,  1.8513e+00,  3.6772e-02,  3.1854e-01,  1.7099e-01,  4.1627e-02,  3.6060e-01,  4.5742e-01, -1.5947e-05, -1.3814e-04,  4.6734e-04, -2.2092e-05, -1.9138e-04,  4.9965e-04,
18-Aug-2019 17:03:18,  1.8000e+01,  3.0678e+00,         NaN,  3.0270e+00,  1.9500e-01,  7.5123e+03,  3.8723e+02,  1.8519e+00,  2.9006e-02,  2.5211e-01,  1.7640e-01,  4.8831e-02,  4.2442e-01,  3.7231e-01, -1.8095e-05, -1.5728e-04,  4.7472e-04, -2.8873e-05, -2.5095e-04,  5.4262e-04,
18-Aug-2019 18:03:18,  1.9000e+01,  3.0576e+00,         NaN,  2.8290e+00,  1.9500e-01,  7.5016e+03,  3.8734e+02,  1.8517e+00,  4.4431e-02,  3.8620e-01,  1.5944e-01,  4.9214e-02,  4.2777e-01,  3.7514e-01, -1.6108e-05, -1.4001e-04,  4.8881e-04, -1.8553e-05, -1.6126e-04,  4.4139e-04,
18-Aug-2019 19:03:18,  2.0000e+01,  2.4084e+00,         NaN,  2.5010e+00,  1.9500e-01,  7.2823e+03,  3.9050e+02,  1.8511e+00,  6.5738e-02,  5.7287e-01,  1.3408e-01,  7.1360e-02,  6.2187e-01,  1.4967e-01, -2.4619e-05, -2.1455e-04,  5.1990e-04, -3.0794e-05, -2.6835e-04,  4.7080e-04,
18-Aug-2019 20:03:18,  2.1000e+01,  2.0537e+00,         NaN,  2.1050e+00,  1.9500e-01,  7.1683e+03,  3.9104e+02,  1.8521e+00,  6.9103e-02,  6.0304e-01,  1.2247e-01,  6.8911e-02,  6.0137e-01,  1.3375e-01, -2.4965e-05, -2.1786e-04,  5.4083e-04, -2.3148e-05, -2.0201e-04,  5.2481e-04,
18-Aug-2019 21:03:18,  2.2000e+01,  1.8195e+00,         NaN,  1.9530e+00,  1.9500e-01,  7.0901e+03,  3.9366e+02,  1.8518e+00,  8.5625e-02,  7.4793e-01,  1.2499e-01,  8.2544e-02,  7.2101e-01,  1.0641e-01, -2.8803e-05, -2.5159e-04,  4.1071e-04, -2.7028e-05, -2.3608e-04,  4.5133e-04,
